Day of the week,Time of day,Amenity type,Distance to amenity,User rating of parking,Handicap accessible,Price
1,1881,8,679,2.2217584122325307,0,24.0
6,1435,2,1910,3.762909764724225,0,26.0
7,1068,7,4264,1.8580807857761013,0,14.0
1,1975,8,4843,4.176569911391812,1,25.0
4,1046,2,4286,1.0385910979522008,1,9.0
5,1745,7,2257,3.017101792967786,1,22.0
7,1992,7,1036,3.518807702250793,1,28.0
1,1981,1,2234,2.5543566204392065,1,19.0
1,813,3,4823,3.8977924646106024,1,23.0
1,1106,10,1147,3.991827431583992,1,30.0
6,1948,9,622,4.401139601949245,0,35.0
3,836,3,4973,1.4509570848363986,0,11.0
2,1221,10,949,3.108147478345564,1,26.0
7,1428,7,3798,1.5489180187185276,1,12.0
5,1548,1,1332,1.1554247575289702,1,15.0
3,1193,2,959,1.9285343839434472,1,20.0
7,1497,8,4282,2.65532909851088,1,18.0
2,1563,2,83,2.9204704784010085,1,34.0
7,1650,4,2004,2.05043800543332,1,17.0
7,812,9,1476,1.4128664195160532,0,16.0
7,1126,2,3320,4.475455783618493,0,28.0
3,1252,8,2999,3.907289746745054,0,25.0
2,1445,6,748,1.006497086243384,0,17.0
2,900,7,3628,1.6795672696059127,1,13.0
5,1662,6,2516,3.732586375831628,1,25.0
6,1788,3,2456,1.2909292294980386,0,13.0
3,1231,10,1072,3.2020357747210424,0,26.0
5,1631,2,526,2.48736828351475,0,26.0
3,1178,8,3062,4.522197050050307,0,28.0
5,1188,6,2576,3.940946198005403,0,26.0
3,996,1,389,1.4295191354164687,0,22.0
1,995,4,2871,2.8210622193488364,1,20.0
3,1558,1,4629,1.008297513447208,0,9.0
1,1685,9,4973,3.9127092118083633,0,23.0
3,1129,6,3867,4.912888685605352,0,29.0
1,1587,4,1352,3.799804678775467,1,28.0
5,1661,7,2522,1.300794475012395,1,13.0
7,831,10,583,2.5867300037186434,1,26.0
1,1745,4,3095,4.986350083680833,0,30.0
4,1820,8,3178,2.840331914756561,1,19.0
3,1440,9,1746,4.552941056524968,0,31.0
4,1931,9,1368,4.801874053651977,0,33.0
5,887,8,2633,1.2440513713894794,0,12.0
5,872,10,4282,3.9595918866127757,0,24.0
3,820,5,3693,3.68936382216685,0,23.0
5,912,3,2661,3.116997134689733,1,22.0
4,1338,3,219,1.3137747731554872,0,23.0
5,876,1,2226,2.971216803531642,0,22.0
6,1392,6,1428,3.59986925370263,0,27.0
5,1902,3,4088,1.3270764150740741,0,11.0
4,1549,9,1905,2.7199233234328135,0,21.0
3,1558,2,2782,2.5008145016355443,0,18.0
3,1461,1,1856,3.456741942021798,0,25.0
1,984,2,1342,4.4995535146647185,1,32.0
4,1660,3,179,4.040698607954054,1,38.0
2,1199,4,4808,2.1476982512335185,1,15.0
7,1312,7,498,1.904205182101534,0,23.0
4,1596,2,3535,1.4883179006749914,1,12.0
7,1556,3,1424,2.2520095133802007,1,20.0
6,1921,3,99,2.616828693282452,1,32.0
1,1300,9,1126,2.989556230762806,1,25.0
5,1397,9,842,3.8472234820957096,0,31.0
3,1252,2,2278,1.6698079167046558,0,15.0
1,1027,5,498,3.5383087005530975,1,32.0
5,1863,5,4669,1.6558364508763659,0,12.0
1,1782,4,2845,3.764980588223136,0,25.0
3,1500,1,2839,2.9081059614467564,1,20.0
5,891,2,191,2.885714323319869,0,32.0
1,1511,5,2070,3.487449574264336,1,24.0
1,1863,10,633,2.994479390424942,0,28.0
1,1882,6,3256,2.9524229742242123,1,20.0
5,867,10,1892,3.816053096981162,1,26.0
5,804,8,2841,4.266784211865074,0,27.0
4,1064,8,1476,1.4156164704808938,1,16.0
3,1504,7,1176,1.042370925882353,0,15.0
7,1835,8,167,3.927199661359541,0,37.0
4,1471,3,4437,4.234500754126504,0,25.0
6,1300,3,3898,2.47135010696368,0,17.0
7,1110,8,740,4.621757965398182,0,35.0
2,1679,9,2138,4.356961733857408,0,29.0
7,1992,9,1807,3.641651640060685,0,26.0
2,807,9,2834,3.61290473551998,0,24.0
6,1282,4,2561,3.617439599474369,0,24.0
5,1042,9,454,4.1196261198367115,0,35.0
5,1277,8,3085,1.3839722974537176,0,12.0
1,819,4,3623,1.5458128793867503,0,13.0
5,1640,8,4717,2.1646798342604914,1,15.0
5,1226,3,2006,1.6951323265436273,1,16.0
6,1686,3,2016,2.2915075615189884,1,19.0
6,1484,9,2074,1.9147352313619281,0,17.0
1,941,1,986,4.201561699625007,1,32.0
6,1122,4,3865,1.3491860513908178,0,11.0
4,1465,2,1753,3.722777794740934,0,26.0
2,1486,3,2592,2.9792596383059715,0,21.0
2,990,10,3320,3.5749198570277874,0,23.0
7,1259,1,2728,2.1522997464520213,0,17.0
7,1298,9,3100,2.90483627127707,0,20.0
3,1283,5,4843,1.4521053336511356,1,11.0
4,1792,1,4366,4.26427988244237,0,26.0
5,1181,3,930,1.5214967894380798,1,18.0
1,944,1,441,3.223515225095455,0,30.0
4,1610,3,545,1.2718161023927896,0,20.0
2,1018,8,4430,2.650306847941459,1,17.0
1,1460,6,1287,1.224926289886989,0,15.0
1,1237,8,4615,2.4726787023936363,1,16.0
4,1170,2,2575,4.03978456625449,1,26.0
5,921,8,1334,3.8958997929129793,0,29.0
7,1348,6,2758,2.6807431664153225,1,19.0
7,987,6,1243,2.8631169549148496,1,24.0
4,1592,7,1674,4.625277726065854,0,31.0
5,1656,10,1716,2.6320897525280826,1,21.0
3,1660,10,1742,4.120207496688598,1,28.0
2,1143,8,2654,2.225194796950358,1,17.0
4,866,1,4873,4.619846471972985,0,27.0
7,1804,1,1990,2.5812027214474607,0,20.0
6,1975,4,3200,4.639978000901012,0,28.0
1,1889,1,3312,1.0505480740935242,1,10.0
2,1190,2,1991,2.731339236404819,1,21.0
4,870,10,772,1.2281858230845932,1,18.0
2,1581,2,4275,4.817875061111355,0,28.0
2,1432,6,3251,3.718420366732387,0,24.0
4,1608,6,2333,3.1406704467779853,1,22.0
5,1779,2,799,4.728928016210831,1,35.0
5,905,7,4139,1.3288855443071284,1,11.0
6,1464,2,4357,1.2978380344764742,1,11.0
2,1845,4,4327,3.852068961563462,0,24.0
5,1839,7,3252,3.921403435874694,1,25.0
4,1764,7,3498,2.777106505234325,0,19.0
3,1391,1,4651,4.603980373797642,0,27.0
6,1663,9,1664,1.880460570509383,0,17.0
7,1225,9,3982,4.773388470220734,1,28.0
5,1192,3,652,2.918043472747132,1,27.0
2,1850,4,3415,3.5833527310752458,1,23.0
1,1051,10,2904,1.5485955413078019,1,13.0
1,1162,4,3528,1.547171752095072,1,13.0
3,1243,7,2087,1.1988424456147433,0,13.0
2,1284,10,133,2.2068481095407666,1,29.0
5,809,7,910,3.621833153043661,1,29.0
3,1938,2,3099,1.5209347185247197,1,13.0
4,1756,5,3977,2.3266716222605712,0,16.0
6,1349,3,1760,2.601110818595233,0,21.0
6,1659,2,2436,1.0458640859881032,1,12.0
2,1436,2,1063,2.836080078773799,1,24.0
1,1242,8,1599,4.561166919601659,1,31.0
1,1696,5,1200,1.4403125486116055,0,17.0
1,1528,3,711,3.882171413016904,1,32.0
7,1444,2,4123,2.5942750416490803,1,17.0
5,1055,9,3047,3.0031131578013146,1,20.0
4,1429,10,4351,1.3005325976611273,1,11.0
5,1664,10,4865,3.0194543028495087,1,19.0
4,1999,9,322,1.6403181334788464,1,24.0
4,1783,8,1913,4.81695013778862,0,31.0
2,1619,1,2253,3.9167982163555024,1,26.0
2,1956,4,4265,1.3666501798346795,0,11.0
7,1638,6,3292,4.177494408128423,1,26.0
6,1113,8,775,2.5144411859141056,1,24.0
3,1950,3,2840,3.771923823780085,0,25.0
5,1877,3,1098,4.913462974339071,1,35.0
3,1882,2,3880,1.482636738878925,1,12.0
4,1452,6,2289,4.618012643492925,1,30.0
2,1473,7,3860,4.499069737911352,0,27.0
6,1929,4,3240,4.157291195369637,1,26.0
4,1490,3,984,2.6935770240937065,1,24.0
4,967,7,4709,3.5938167556224605,0,22.0
3,1105,3,644,4.98959823850635,1,38.0
2,1164,3,516,1.5961190448481002,0,22.0
4,867,6,1422,1.18366784205366,1,15.0
3,1974,9,4708,2.042414549236317,1,14.0
4,1697,2,4794,3.5937875349152044,0,22.0
7,1355,7,4616,1.9454308952077057,1,14.0
5,1133,5,4870,3.165301785934028,0,20.0
6,1118,3,2858,4.4248188790432605,1,28.0
6,1799,2,950,4.211241380220293,0,32.0
6,1814,9,2167,2.15013435392457,0,18.0
2,1555,6,4573,2.375559932299454,1,16.0
1,1950,4,957,1.6231599867946191,1,19.0
1,1544,5,3802,2.6268803596863193,1,18.0
1,1686,7,4521,1.6326376048703932,1,12.0
5,1323,2,1039,3.2077483833296907,1,26.0
2,1694,9,4200,1.8831008318977602,0,14.0
6,1664,7,1032,3.3365882218410046,0,27.0
6,1720,1,4789,2.0525284161515818,0,14.0
7,931,2,970,4.446307043906405,0,33.0
5,1470,4,2318,2.672834764930782,0,20.0
2,1492,3,3916,1.2851061797840995,1,11.0
1,1935,2,2717,3.29023332328508,1,22.0
2,1471,3,4742,4.038595041296441,0,24.0
3,1819,7,2854,3.689336661757366,1,24.0
4,1913,9,3934,3.4048490407485708,1,22.0
5,1668,7,4630,4.52482185761845,0,27.0
3,1645,6,1320,2.235120794009592,1,20.0
5,801,6,651,1.2658961437914051,0,19.0
2,1516,6,1611,2.4010769584190026,0,20.0
5,1160,9,217,4.006287037330489,0,37.0
7,1350,2,3339,4.216799405955117,0,26.0
7,1525,2,783,2.1502237551952055,1,22.0
2,996,3,2997,4.8202052110508316,0,30.0
2,827,6,3850,4.676386029929818,0,28.0
1,1503,7,1671,3.63732485700865,0,26.0
4,872,4,302,2.928845500326113,1,31.0
6,1347,10,1618,3.260083036488565,0,24.0
3,1909,10,3672,3.255672016784794,1,21.0
6,1705,1,2159,2.591395638794104,0,20.0
4,1408,9,2249,2.823242573335234,1,21.0
3,1321,10,3486,1.3023880082407384,1,11.0
5,1559,4,728,1.7894207887713138,1,21.0
2,1430,1,4587,3.9995277817648973,0,24.0
3,823,5,4262,3.511425517066855,1,22.0
3,1545,9,4393,3.857126682152352,1,23.0
1,1291,9,831,1.6238672513273213,1,20.0
6,1733,8,3969,1.5170899212083437,0,12.0
6,1808,8,1905,4.531648179488531,1,30.0
5,1721,8,915,4.987340120583988,0,36.0
4,1340,6,879,1.2868956023897606,0,18.0
7,1335,8,1376,4.840955240616052,0,33.0
6,1164,10,4198,3.4101383384809365,1,21.0
5,1583,5,4450,3.7816523297701523,0,23.0
7,915,10,1510,2.9728807800458164,0,23.0
4,1455,8,344,2.8433944125425543,0,30.0
4,1267,6,3843,1.9681126517897622,1,14.0
2,956,2,2019,2.035657573475193,1,17.0
3,1830,6,861,3.2888031777078863,0,28.0
7,1192,7,1204,1.7304397731357333,0,18.0
6,1260,10,2894,3.1975631628630183,1,22.0
2,1891,6,409,3.2980022420241957,0,31.0
7,1013,6,271,3.8167930397010847,0,35.0
3,1410,7,1816,1.1749103959751541,0,13.0
7,1433,8,387,1.8326155597671194,0,24.0
4,1372,1,4305,2.9608564056705,1,19.0
2,1445,8,2491,2.3324144369650295,1,18.0
6,1998,10,4640,1.089995707901231,0,9.0
5,1492,5,3645,2.381468581778661,0,17.0
6,1970,4,4533,3.783834409167483,1,23.0
7,1084,9,1964,2.944953748854307,1,22.0
5,1768,1,2840,4.589738044773775,1,29.0
2,844,4,2107,2.626888685178283,1,20.0
5,1917,8,1816,4.521377206327577,1,30.0
6,1037,2,1190,3.7876529752022017,1,29.0
5,1136,10,3141,4.914295851012319,0,30.0
6,1326,8,4684,2.8833543331367975,1,18.0
1,824,4,3868,3.3749599417063783,1,21.0
2,1609,2,3484,3.1070060408641873,0,20.0
4,1091,7,2932,3.5088908933293794,1,23.0
1,1922,9,1547,2.911599896360223,0,23.0
3,2000,8,1711,3.535272984474003,1,26.0
1,1508,8,1291,1.42666002164541,1,16.0
6,1356,6,4569,4.946996555192628,1,29.0
3,1306,4,182,1.0209347919705523,0,23.0
6,929,5,4545,2.755615175480819,0,18.0
5,850,5,4692,3.891842487614455,0,23.0
3,1543,6,4826,4.882502118803021,0,28.0
1,1074,7,1081,3.2865144753255393,0,27.0
2,1848,2,3181,2.939603501901328,0,20.0
4,1452,9,608,4.734123639198053,0,37.0
7,1836,3,2599,3.7235915559869452,1,25.0
6,1734,1,3409,1.0600098306255017,0,10.0
2,1486,5,572,2.0522303228613064,0,23.0
4,1227,5,588,1.7463923382322863,0,22.0
3,1910,8,946,3.7188808220342255,0,29.0
1,935,9,4033,3.201361298959434,0,20.0
5,1377,7,3832,2.5734562608742717,1,18.0
6,1509,3,1364,4.852284269282329,0,33.0
5,1043,5,1558,3.0483966080387774,0,24.0
5,1619,10,4883,4.6047087009402095,0,27.0
6,929,8,4043,2.712705514168535,1,18.0
2,1735,3,3470,4.167421736969004,1,26.0
2,1684,3,3585,4.241967557853643,1,26.0
4,1993,3,4610,3.9109530523125877,0,24.0
2,1872,5,705,2.4738053788638563,1,25.0
7,1027,3,3283,3.875666090702504,1,25.0
4,1466,6,2515,1.0830296177622003,1,12.0
3,1316,10,3199,4.968345673624404,1,30.0
3,1534,9,4797,4.947696275428218,0,29.0
7,1539,8,3231,2.8527286379399226,1,19.0
6,1041,10,4964,3.966365259342957,0,24.0
5,1913,1,2794,4.331909221096726,1,27.0
4,1638,7,1661,1.5890138065904966,1,16.0
4,1839,1,2539,2.744736224003322,1,20.0
3,868,7,1239,3.164176212638044,1,25.0
4,893,6,1562,3.48940507601326,1,26.0
1,1350,5,2300,1.7719623306189116,1,15.0
6,1678,9,868,2.9642782411481328,0,26.0
7,1149,2,2397,4.992127732270934,0,31.0
2,1080,1,1746,1.889664489286337,0,17.0
2,1348,6,1887,2.4518957018587475,1,20.0
4,1390,9,1710,4.017567644952531,1,28.0
3,1958,10,228,2.236683938590371,0,28.0
7,1644,2,4695,4.775679355673871,0,28.0
4,1039,4,442,1.6255499490701597,1,22.0
7,1804,2,282,1.5113575072010832,0,24.0
7,1765,2,4145,3.7347126911574,0,23.0
7,1332,1,440,3.482818348986448,0,32.0
6,1831,3,608,1.747075332222678,1,22.0
3,1947,1,2649,4.4342407610229095,1,28.0
2,1504,5,2354,3.8002631237306432,0,25.0
1,1405,9,1926,4.381538719096758,0,29.0
1,893,10,1239,2.9861329546381965,1,24.0
3,1222,5,2859,1.859971448886415,1,15.0
1,1424,2,944,2.8801582624948696,1,25.0
4,841,10,3958,1.604294947080119,0,13.0
1,850,6,3268,4.08101811107504,1,26.0
2,1947,2,1636,2.008118585080448,1,18.0
5,1750,7,1294,2.738298294185927,0,23.0
2,1286,9,1574,1.7220977845293497,0,17.0
2,1165,2,3337,4.649538151975555,1,28.0
2,832,6,4276,2.993020651107139,0,19.0
5,851,1,207,3.3210365038357343,1,34.0
3,1867,6,4339,4.289067176019987,0,26.0
7,1608,6,1436,4.006162781762397,0,29.0
4,1703,5,2628,3.2088332508871544,0,22.0
2,1851,2,360,2.243734475810582,1,26.0
1,1612,3,2600,4.897516575841221,0,31.0
7,1640,3,2427,1.3129908342936965,0,13.0
6,1188,1,1251,1.4023907715679362,1,16.0
7,824,4,2103,4.730017433614648,0,31.0
2,1024,6,1763,3.509243170401317,1,25.0
5,1661,2,2228,4.027334765380063,0,27.0
4,1072,4,2172,2.374166423931876,1,19.0
4,1761,4,1492,2.170769764369371,0,19.0
2,1478,6,1715,4.916742428369573,1,32.0
6,915,2,3513,1.188024845745122,0,11.0
5,1633,8,1937,4.882864523053135,1,32.0
6,1202,6,786,3.1736862467781326,1,28.0
4,854,4,503,4.19961353332153,0,35.0
6,1767,3,3150,2.884702177913969,1,20.0
4,1297,5,535,3.370866323208372,1,30.0
2,1288,9,3347,1.3912632818785764,1,12.0
3,1896,7,832,2.737111458735825,1,25.0
5,1712,8,990,3.430480588753353,1,28.0
3,1927,2,535,4.191206131585422,1,34.0
3,1376,6,2821,4.074328974481352,0,26.0
6,1055,6,724,4.788352954907321,1,36.0
6,1592,3,1677,4.268705877803456,1,29.0
1,1249,1,161,1.5363987930855307,0,25.0
2,962,2,800,1.684236392441306,1,20.0
3,1378,5,1435,1.1278592754289103,1,14.0
5,1304,4,2220,3.5285975451437994,1,24.0
6,1080,2,4775,3.522953004689225,1,22.0
2,1735,5,3141,1.8054055405962486,0,14.0
3,896,8,471,1.5503585710807508,1,22.0
1,1032,1,2012,3.0379639169623616,1,22.0
1,970,6,1645,3.3498880657750747,0,25.0
4,1470,3,699,2.4870571857280916,0,25.0
3,1158,2,4316,2.832944353925658,1,18.0
6,1805,8,3033,1.851581726503019,1,15.0
3,1696,3,3644,3.005164132154815,1,20.0
2,1588,8,2831,3.971769842007064,1,26.0
4,889,1,2696,1.5836014519340833,0,14.0
1,1421,7,2347,4.939648618560081,0,31.0
4,1452,2,1568,1.685619763300246,1,17.0
4,1457,10,228,3.8962043792165653,0,36.0
2,1356,5,4770,4.521595621321684,1,27.0
5,1296,2,4586,3.6232078094752502,0,22.0
3,1571,9,533,2.9780361765360404,0,28.0
5,1280,4,3019,2.0674601214524366,1,16.0
5,1660,4,2040,2.8130276811990456,0,21.0
4,1266,2,3005,1.3658058185251138,0,12.0
3,1789,6,4400,4.307535619953287,1,26.0
4,1444,3,3653,4.6926874774522656,1,28.0
6,1001,9,2234,1.7831700390228997,0,16.0
7,1884,2,4916,3.1790062315300447,0,20.0
5,1939,4,4043,2.387673048208698,0,16.0
3,1659,8,3262,1.3649143847631575,0,12.0
4,1504,4,1258,3.530201250957827,0,27.0
4,1274,4,4303,4.859591453791436,1,29.0
7,1075,2,372,2.737293523402858,1,29.0
1,1272,4,3957,3.916626308887458,1,24.0
1,1362,8,4676,1.0246674012032466,0,9.0
1,1452,7,4169,4.708420725896483,0,28.0
5,1094,2,2714,4.141604524257632,0,27.0
7,1078,6,4705,1.1212541509931522,1,10.0
1,864,2,3255,3.494190862298962,1,23.0
1,1588,9,3451,3.520479971896654,1,23.0
2,892,2,3124,4.364888355804091,0,27.0
4,1603,2,2463,1.6853990976779367,1,15.0
1,859,6,4815,1.975313397848259,1,14.0
7,1198,5,4130,4.059821237615565,1,25.0
6,1951,6,4743,1.180950666333954,1,10.0
2,1781,8,3706,3.3667589252306023,1,22.0
6,981,9,2699,3.893260339761707,0,25.0
6,1395,9,4465,1.582817609447563,0,12.0
2,1327,7,4464,4.025173035267457,0,24.0
1,1648,10,889,4.967442210403775,0,36.0
6,1024,2,446,4.69458753469645,0,38.0
5,1333,1,2603,2.329214230369238,1,18.0
1,1751,9,1386,4.3039707032707035,1,30.0
6,1395,4,3148,1.4400557956600473,0,13.0
1,1177,2,1630,3.575071892977652,0,26.0
2,1459,8,4686,3.146464153990232,0,20.0
3,1192,6,1857,2.481786263191646,0,20.0
7,975,1,3434,3.204630182406288,0,21.0
7,1528,1,2062,4.014336490121196,1,27.0
2,1559,10,3011,3.4718403080942197,1,23.0
3,1239,1,1960,4.1714478148333285,0,28.0
6,1568,5,3711,1.447525187593822,1,12.0
2,828,4,3851,2.2000109446065,1,16.0
5,1536,9,1411,2.8651711481604862,1,23.0
4,1734,3,4762,3.7722855736631153,0,23.0
3,1069,8,877,2.967763657182712,0,26.0
7,1280,6,981,2.9945629203618767,0,26.0
5,1845,8,4806,2.6922852236296158,0,17.0
2,978,1,2617,1.2424253209541196,0,12.0
3,1444,9,2241,2.180526995087281,1,18.0
6,1609,10,3785,1.0602012039200601,0,10.0
2,1205,6,4969,4.869120156440593,0,28.0
1,1284,10,943,1.654919868780404,1,19.0
4,1438,2,1710,4.224295409223613,1,29.0
4,1878,7,440,1.8534267159971436,0,24.0
5,1280,2,1076,4.269945496754426,1,31.0
5,1570,3,4303,1.9521078642052099,0,14.0
1,1501,4,963,2.318246221716795,1,22.0
2,1778,7,2573,4.334495564942777,0,28.0
6,1132,4,4523,4.263901792299247,0,25.0
7,1658,2,4894,3.2517215566449327,0,20.0
6,1990,4,2112,3.05072112268513,1,22.0
4,1986,9,4622,1.6618197393978167,1,12.0
5,1366,2,1380,4.702558485093451,1,32.0
6,1200,3,4972,3.891939267163815,1,23.0
5,1128,8,3804,2.3909876650262394,0,17.0
2,1288,2,319,3.0659458370651484,0,31.0
2,956,8,3774,3.455445981092631,0,22.0
5,1650,4,3600,2.5171971326822233,1,17.0
6,1450,2,1141,4.759362902498029,1,34.0
6,804,10,1109,2.2170992075982214,1,21.0
7,1515,5,2273,1.860656840302179,0,16.0
3,1608,2,1061,2.7634219096655093,1,24.0
5,1790,10,4670,4.693930987345759,0,27.0
1,1868,10,3356,2.884266049509219,1,20.0
3,1303,4,683,4.320531204813216,0,34.0
1,1640,3,704,2.8963775152851077,1,27.0
1,1831,10,195,2.041613823908796,0,27.0
6,1822,8,2875,2.348822541959454,0,17.0
2,1536,6,1671,4.679919104322519,0,31.0
6,871,6,3304,4.34705354668446,1,27.0
5,1174,7,4460,4.6637683577682125,1,27.0
1,1837,2,2807,3.3716786087629718,1,23.0
7,935,2,1817,1.7518742961979488,0,16.0
2,1688,2,2333,3.3301727472084734,0,23.0
2,1224,9,2528,1.7856789531367996,1,15.0
5,1817,7,1374,1.511801816882489,1,16.0
5,1042,5,2528,4.577878011372735,0,29.0
4,1831,6,2383,4.730565028203062,1,30.0
4,1811,7,224,4.216357464716726,0,38.0
6,1698,2,139,2.9429916433766143,0,33.0
2,1988,6,3749,4.943527035651446,1,29.0
5,1738,10,1032,4.467117366036726,0,33.0
5,1706,10,2947,4.424900832920363,1,28.0
3,910,2,2876,3.472268380350126,1,23.0
6,1075,1,3886,4.20048163639059,0,26.0
1,1151,1,2836,4.231723350472267,1,27.0
6,855,3,1549,3.028384095530932,1,23.0
4,1510,4,4916,1.6512753239092315,0,12.0
2,1391,9,4006,4.5690259627436705,1,27.0
1,1483,10,1471,3.8440994774465937,1,28.0
3,964,8,756,4.707316919235648,1,35.0
5,1555,8,2902,1.9782075851219836,1,16.0
1,1333,4,4628,1.1799851718473517,0,10.0
4,1825,1,2310,4.822600459857018,1,31.0
7,1639,10,4124,2.5044879169939698,1,17.0
3,1708,9,4081,2.525233489652795,1,17.0
1,833,6,3404,1.7495984216750728,1,14.0
4,1187,4,2249,2.931066184842839,1,21.0
7,1768,6,3097,4.450719391040604,1,28.0
7,1538,9,3158,2.619041342555259,1,18.0
1,1230,6,576,3.064144469521549,0,29.0
1,1451,4,1934,1.5766870095222276,0,15.0
2,1200,1,4298,4.5520735247644035,1,27.0
1,1226,5,1080,4.295207117382481,1,32.0
4,1248,1,3904,1.111793827358186,0,10.0
6,1047,9,1294,2.9823001140040617,1,24.0
3,1270,5,2399,2.585796623120101,1,19.0
5,1209,4,3149,1.371334022015506,0,12.0
3,1651,6,3775,4.570429878505056,0,28.0
1,1151,5,1444,3.7218147569827003,0,27.0
2,1481,4,4930,2.079851401978877,0,14.0
4,830,3,2123,2.1385924133443246,0,18.0
4,1641,2,206,3.9651608501130498,1,37.0
1,1454,3,3620,2.667184566461428,1,18.0
5,861,10,2667,3.7299337377298287,0,25.0
4,1224,9,4246,3.9959696017238175,0,24.0
6,1722,6,1431,4.421285786908502,0,31.0
3,875,3,2401,2.6966823980407137,0,20.0
7,913,10,934,3.9092544898287542,1,30.0
1,990,1,1969,3.748875735504705,1,26.0
3,844,6,4921,3.0431111604590377,1,19.0
6,1002,6,2799,1.2132357859499145,1,12.0
2,1509,9,1270,2.2830498871221048,0,21.0
5,1917,7,4064,2.1565825321946095,0,15.0
1,835,10,4903,4.7928445632979635,0,28.0
5,1753,8,1224,2.829845294439931,0,24.0
3,1442,9,4487,4.709353455599427,0,28.0
5,803,1,2332,2.3117761499322897,1,18.0
1,1570,3,898,4.356968532851823,1,33.0
4,1930,10,266,3.0717291348287503,1,32.0
7,1115,10,1590,3.799940963299833,0,27.0
1,1232,6,1840,1.2717707480925373,1,14.0
7,1416,9,2157,2.180603387200074,0,18.0
6,1547,4,3375,4.24063207121953,1,26.0
1,1522,6,1278,2.8086919524952,0,23.0
5,1744,8,1522,4.317381777473618,1,30.0
6,1527,2,904,4.973765844556809,1,36.0
2,1456,2,2524,4.6742966136548,0,30.0
5,1731,1,4729,2.7405155624456072,0,18.0
3,1266,3,4935,3.7513168891015085,0,23.0
3,1844,2,937,4.906377316587682,0,35.0
3,1819,2,3430,2.447965656192193,0,17.0
4,1429,7,2361,4.8977402161897095,0,31.0
2,1857,1,3624,3.9432606820966583,0,25.0
2,1223,3,4344,1.580392027015022,1,12.0
1,1162,6,1375,2.287949676720444,1,20.0
4,1592,10,1115,4.028410211957721,1,30.0
7,1508,9,1406,4.595773103732478,0,32.0
6,1972,1,4309,1.852868245707802,1,14.0
4,1886,6,367,1.9355369106834281,1,25.0
5,1701,8,3514,4.820683468326891,0,29.0
3,1444,1,3849,4.720569469152624,0,28.0
2,1425,1,4301,4.995199375398704,1,29.0
6,932,1,2688,3.197573436577252,0,22.0
7,1684,8,3526,3.9646754480680513,1,25.0
4,958,10,661,2.7717833953382742,0,26.0
4,833,5,3634,3.1061500098418997,0,20.0
3,1201,6,1581,1.4430340001213828,1,15.0
5,1034,7,139,4.403762934142348,1,40.0
6,1249,8,4986,3.2747922855146907,0,20.0
5,1581,9,3267,4.96432091763794,1,30.0
7,1474,1,2811,2.384206767097198,1,18.0
7,1037,7,4784,4.433837297009996,1,26.0
6,1140,1,4936,1.133772420366241,1,10.0
5,808,10,2889,3.228802115832295,0,22.0
2,1145,6,2761,3.3650007237442097,0,23.0
1,1735,4,2375,2.087405062919488,1,17.0
3,1891,4,1360,2.3381434790750277,1,21.0
1,1741,2,3744,2.854135225585888,0,19.0
4,804,8,3509,3.6691614378827064,0,23.0
4,1627,6,3135,1.7027979000133433,0,14.0
7,845,6,628,2.276866139817338,0,24.0
1,902,3,4133,3.5330593868937727,0,22.0
2,1930,1,4354,1.9186285228491382,0,14.0
6,1695,4,2409,1.3196103704042867,1,13.0
1,1800,2,4324,1.8200386508587494,0,13.0
2,1161,8,3108,4.492710736140941,0,28.0
2,1270,10,355,4.370021882784188,1,37.0
7,1992,7,1403,2.4628560536169264,1,21.0
7,1915,3,2637,3.447502183261017,0,23.0
6,1225,8,4891,1.0918846591634574,0,9.0
7,1576,9,3773,4.585693038968978,0,28.0
7,1028,9,2569,4.103348010537154,1,27.0
5,956,2,1445,2.895844998000546,0,23.0
2,1532,9,978,1.7884092809335073,1,20.0
2,1151,7,3520,3.369963397644684,1,22.0
5,1040,2,2901,1.7035858142103706,1,14.0
6,1829,8,614,1.3583020406618265,0,20.0
6,1003,8,4517,1.4365960881296158,1,11.0
2,1846,8,3276,4.945046742605701,0,30.0
3,1775,7,2158,2.803036437094713,0,21.0
2,1232,4,1095,2.471795290984367,0,22.0
6,1002,6,2950,1.9004763111826404,1,15.0
4,1465,7,1205,1.2186742416955294,1,16.0
5,1565,6,777,4.251234895911685,0,33.0
6,864,2,2448,2.8837518645273477,0,21.0
4,903,4,144,3.129839791069432,1,34.0
4,956,6,2505,3.3750140305851484,0,23.0
2,1673,8,3077,4.717939585590889,1,29.0
4,1901,4,3855,3.0252966750610186,1,20.0
3,1911,6,2755,2.7417415348965437,1,20.0
5,1157,4,3627,1.889437491955972,1,14.0
1,921,3,2332,4.611117581880298,1,30.0
2,1607,10,4678,3.6782762944707232,0,22.0
4,845,2,2013,2.044989360456456,0,17.0
5,813,3,4174,2.5961945643738167,1,17.0
2,1206,6,3923,1.3340037213585774,0,11.0
4,1800,8,364,1.3158855052027971,0,22.0
6,1874,3,4179,3.884735050771142,1,24.0
3,1504,7,839,3.3672017122417124,0,28.0
4,1374,9,4121,4.186556474952242,0,25.0
6,1046,9,1605,4.718873137942484,0,32.0
5,1707,3,2730,2.955127122563366,1,21.0
7,1421,9,61,3.7059757423426802,1,38.0
7,1390,2,3165,2.278249667051624,0,17.0
